
"Protocol ID","PI Full Name","Building Name","Room Number","Agent List","Highest Biosafety Level"
"IBC1261(0)","Kandel, Jessica","Surgery Brain Research Institute (SBRI)","J-545","No Data, No Data, No Data, E. coli K12 or similar, E. coli K12 or similar, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, Lentiviral vector Lentivirinae, Lentiviral vector Lentivirinae, Adenovirus- replication deficient, Adenovirus- replication deficient, Adenovirus- replication deficient, No Data, No Data, No Data","BSL2BSL3"
"IBC1262(0)","Thornton, Joseph","Gordon Center for Integrative Science (GCIS)","W503, W503A","No Data, E. coli K12 or similar, Saccharomyces cerevisiae, No Data, No Data, No Data, No Data, No Data, No Data","BSL2"
"IBC1273(1)","Kron, Stephen","Gordon Center for Integrative Science (GCIS)","W509","No Data, E. coli K12 or similar, No Data, No Data, No Data","BSL2"
"IBC1278(0)","Steinberg, Gary","Marjorie B. Kovler Viral Oncology Laboratories (MKL)","cGMP facility","No Data, No Data, No Data","BSL2"
"IBC1279(0)","Mcleod, Rima","","","No Data, No Data, Other, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, No Data","BSL2BSL3"
"IBC1281(0)","Yamini, Bakhtiar","Marjorie B. Kovler Viral Oncology Laboratories (MKL)","GMP facility","No Data, Adenovirus- replication deficient","BSL2"
"IBC1282(1)","Maunsell, John","Surgery Brain Research Institute (SBRI)","J-444/446/448","No Data, Adeno-associated virus (AAV)","BSL2"
"IBC1284(1)","Malamy, Jocelyn","Gordon Center for Integrative Science (GCIS)","W519P, W519U","E. coli K12 or similar, No Data, No Data","BSL1"
"IBC1286(1)","Souris, Jeffrey","Surgery Brain Research Institute (SBRI)","J-620","No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data","BSL2"
"IBC1287(1)","Mcnerney, Megan","","","No Data, No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, Murine Retrovirus - Ecotropic, No Data, No Data, No Data, No Data","BSL2BSL3"
"IBC1289(1)","Ozkan, Engin","Gordon Center for Integrative Science (GCIS)","W219, W219A, W219J, W219L (BSC), W218, W220","E. coli K12 or similar, Saccharomyces cerevisiae, No Data, No Data, No Data, Baculovirus/Animal virus","BSL1"
"IBC1290(0)","Gajewski, Thomas","","","No Data, Herpes simplex virus","BSL2"
"IBC1290(0)","Lim-Seiwert, Tanguy","","","No Data, Herpes simplex virus","BSL2"
"IBC1291(1)","Dickinson, Bryan","Gordon Center for Integrative Science (GCIS)","E303, E349, and E347","No Data, Bacteriophage, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL2"
"IBC1292(0)","Liao, James","Knapp Center for Biomedical Discovery (KCBD)","8210, 8220E","No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Murine Retrovirus - Amphotropic/Pantropic, Lentiviral vector Lentivirinae, Adenovirus- replication deficient, No Data, No Data, No Data, No Data, No Data","BSL2BSL3"
"IBC1293(1)","Kronforst, Marcus","Zoology Building (Z)","202, 206","E. coli K12 or similar, No Data, No Data, No Data, No Data","BSL1"
"IBC1294(0)","Bishop, Michael","","","No Data, No Data, No Data","BSL2"
"IBC1296(0)","Shubin, Neil","Culver Hall (CH)","106","E. coli K12 or similar, No Data, No Data","BSL1"
"IBC1297(0)","Kline, Justin","Knapp Center for Biomedical Discovery (KCBD)","6230/6235","Diphtheria Toxin, Pertussis Toxin, No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, Moloney Murine Leukemia Virus (MMLV)/Animal retrovirus-ecotropic, No Data","BSL2"
"IBC1299(0)","Mutlu, Gokhan","Goldblatt Memorial Hospital (GMH)","G501-I511","No Data, No Data, Influenza virus Types A-C Orthomyxoviridae, E. coli K12 or similar, E. coli K12 or similar, Staphylococcus aureus, Staphylococcus aureus, Influenza virus Types A-C Orthomyxoviridae, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, Lentiviral vector Lentivirinae","BSL2BSL3"
"IBC1300(0)","Krishnan, Yamuna","Gordon Center for Integrative Science (GCIS)","E347","No Data, No Data, No Data, No Data, Pseudomonas aeruginosa, E. coli K12 or similar, E. coli K12 or similar, Other, Corynebacterium diphtheriae, Corynebacterium diphtheriae, Pseudomonas aeruginosa, Other, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL2"
"IBC1302(0)","Roux, Benoit","Gordon Center for Integrative Science (GCIS)","W229R","E. coli K12 or similar, No Data","BSL1"
"IBC1306(0)","Mcleod, Rima","","","Saccharomyces cerevisiae, E. coli K12 or similar, No Data","BSL1"
"IBC1308(0)","Eatock, Ruth Anne","Surgery Brain Research Institute (SBRI)","J-247","Diphtheria Toxin, Tetrodotoxin (not more than 500 mg in the laboratory)","BSL2"
"IBC1309(1)","Gajewski, Thomas","Gordon Center for Integrative Science (GCIS)","W423","No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Murine Retrovirus - Amphotropic/Pantropic, Lentiviral vector Lentivirinae, Adenovirus- replication deficient, Murine Retrovirus - Ecotropic, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL2BSL3"
"IBC1312(1)","Hatsopoulos, Nicholas","A.J. Carlson Animal Research Facility (CAF)","J011, J012, or J035","Botulinum neurotoxins (not more than 1 mg in the laboratory)","BSL2"
"IBC1313(1)","Mcleod, Rima","Peck Pavilion (Peck)","N302, N304, N306, N361, N361 Annex","No Data, No Data","BSL2"
"IBC1314(1)","Kraig, Richard","Surgery Brain Research Institute (SBRI)","J-207, J-207D","No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL2"
"IBC1317(1)","Munro, Edwin","Cummings Life Sciences Center (CLSC)","901","E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL1"
"IBC1319(1)","Swartz, Melody","Gordon Center for Integrative Science (GCIS)","ERC 322, 344","No Data, No Data, E. coli K12 or similar, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, Lentiviral vector Lentivirinae, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL2BSL3"
"IBC1320(1)","Hubbell, Jeffrey","Albert Merrit Billings Hospital (AMB)","WERC 318, WERC 326, WERC 324, WERC 336, WERC 348, WERC 350, WERC 320","Pertussis Toxin, Pertussis Toxin, No Data, No Data, No Data, No Data, Listeria monocytogenes, E. coli K12 or similar, E. coli K12 or similar, Yellow fever virus (vaccine strain 17D) Flaviviridae/ Flavivirus (Grp B Arbovirus), Yellow fever virus (vaccine strain 17D) Flaviviridae/ Flavivirus (Grp B Arbovirus), Dengue virus Flaviviridae/ Flavivirus (Grp B Arbovirus), Listeria monocytogenes, Dengue virus Flaviviridae/ Flavivirus (Grp B Arbovirus), No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, Adeno-associated virus (AAV), Lentiviral vector Lentivirinae, Adeno-associated virus (AAV), No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL2BSL3"
"IBC1323(1)","Manicassamy, Balaji","Cummings Life Sciences Center (CLSC)","701","No Data, No Data, Vaccinia virus Poxviridae/ Orthopoxvirus, Yellow fever virus (vaccine strain 17D) Flaviviridae/ Flavivirus (Grp B Arbovirus), Yellow fever virus (vaccine strain 17D) Flaviviridae/ Flavivirus (Grp B Arbovirus), Herpes simplex viruses Herpesviridae/ Alpha-herpesviridae, Herpes simplex viruses Herpesviridae/ Alpha-herpesviridae, Respiratory syncytial virus Paramyxoviridae/ Pneumovirus, Respiratory syncytial virus Paramyxoviridae/ Pneumovirus, Influenza virus Types A-C Orthomyxoviridae, Influenza virus Types A-C Orthomyxoviridae, E. coli K12 or similar, E. coli K12 or similar, Enterovirus D68, Enterovirus D68, Zika Virus, Zika Virus, Measles virus Paramyxoviridae/ Morbillivirus, Measles virus Paramyxoviridae/ Morbillivirus, Vesicular Stomatitis Virus (Indiana Strain), Vesicular Stomatitis Virus (Indiana Strain), Sindbis virus Togaviridae/ Alphavirus (Grp A Arbovirus), Sindbis virus Togaviridae/ Alphavirus (Grp A Arbovirus), Thottapalayam Virus (RG2 Hantavirus), Thottapalayam Virus (RG2 Hantavirus), Sendai virus (murine parainfluenza virus type 1) Paramyxoviruses/ Parainfluenza viruses, Sendai virus (murine parainfluenza virus type 1) Paramyxoviruses/ Parainfluenza viruses, Other, Other, Other, Other, Rift Valley Fever, (Zinga virus) Bunyaviridae/ Phleboviruses  (MP-12), Rift Valley Fever, (Zinga virus) Bunyaviridae/ Phleboviruses  (MP-12), Vaccinia virus Poxviridae/ Orthopoxvirus, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, Lentiviral vector Lentivirinae, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL2BSL3"
"IBC1324(1)","Alverdy, John","Surgery Brain Research Institute (SBRI)","518","No Data, Pseudomonas aeruginosa, Enterococcus faecalis, Serratia marcescens (EU2), No Data, No Data, No Data","BSL2"
"IBC1325(1)","Alverdy, John","","","Enterococcus faecalis, Pseudomonas aeruginosa","BSL2"
"IBC1326(1)","Steinberg, Gary","","","No Data, Adenovirus- replication competent","BSL2"
"IBC1329(1)","Pan, Tao","Gordon Center for Integrative Science (GCIS)","W125A","No Data, No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Moloney Murine Leukemia Virus (MMLV)/Animal retrovirus-ecotropic, Moloney Murine Leukemia Virus (MMLV)/Animal retrovirus-Amphotropic/Pantropic","BSL2"
"IBC1331(1)","Crosson, Sean","","","No Data, Brucella Abortus S19, Brucella melitensis Delta vjbR, E. coli K12 or similar, Brucella ovis, Brucella Abortus Delta Pgm, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL2"
"IBC1332(1)","Crosson, Sean","Ricketts Regional Biocontainment Laboratory (RBL)","1225, 1323","No Data, E. coli K12 or similar, Brucella melitensis Delta vjbR, Brucella ovis, Brucella abortus, Brucella Abortus S19, Brucella Abortus Delta Pgm, Brucella Abortus RB51, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, No Data","BSL3"
"IBC1345(1)","Moellering, Raymond","","","No Data, No Data, E. coli K12 or similar, No Data, No Data, No Data","BSL2"
"IBC1346(1)","Manicassamy, Balaji","Ricketts Regional Biocontainment Laboratory (RBL)","No Data","No Data, Japanese B encephalitis Flaviviridae/Flavivirus (Grp B Arbovirus), Other hantaviruses Bunyaviridae/ Hantaviruses, E. coli K12 or similar, Vesicular Stomatitis Virus (Indiana Strain), Sin nombre virus Bunyaviridae/ Hantaviruses, Chikungunya virus Togaviridae/ Alphavirus (Grp A Arbovirus), Yellow fever virus, wild type Flaviviridae/ Flavivirus (Grp B Arbovirus), West Nile fever virus Flaviviridae/ Flavivirus (Grp B Arbovirus), Hantaan (Korean haemorrhagic fever) Bunyaviridae/ Hantaviruses, Influenza virus Types A-C Orthomyxoviridae, H5N1 HPAI, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, No Data, No Data, No Data, No Data","BSL3"
"IBC1352(1)","Lin, Anning","Gordon Center for Integrative Science (GCIS)","	W423T","No Data, No Data, E. coli K12 or similar, E. coli-enterotoxigenic, E. coli K12 or similar, Citrobacter rodentium, Citrobacter rodentium, E. coli-enterotoxigenic, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Adenovirus- replication deficient, Adenovirus- replication deficient","BSL2"
"IBC1352(1)","Lin, Anning","Gordon Center for Integrative Science (GCIS)","W423T","No Data, No Data, E. coli K12 or similar, E. coli-enterotoxigenic, E. coli K12 or similar, Citrobacter rodentium, Citrobacter rodentium, E. coli-enterotoxigenic, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Adenovirus- replication deficient, Adenovirus- replication deficient","BSL2"
"IBC1354(1)","Kay, Leslie","Biopsychological Research Building (BPSB)","217A","No Data, Adeno-associated virus (AAV)","BSL2"
"IBC1357(1)","Nelson, Deborah","Abbott Memorial Hall (AB)","500","No Data, No Data, Pseudomonas aeruginosa, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL2"
"IBC1359(1)","Schuger, Lucia","Surgery Brain Research Institute (SBRI)","J-541","No Data, E. coli K12 or similar, No Data, No Data, No Data, Lentiviral vector Lentivirinae, No Data","BSL2BSL3"
"IBC1362(1)","Gack, Michaela","Cummings Life Sciences Center (CLSC)","715, 716","No Data, Myxoma poxviridae, Vesicular Stomatitis Virus (Indiana Strain), Dengue virus Flaviviridae/ Flavivirus (Grp B Arbovirus), Sindbis virus Togaviridae/ Alphavirus (Grp A Arbovirus), Encephalomyocarditis Virus (EMCV), Sendai virus (murine parainfluenza virus type 1) Paramyxoviruses/ Parainfluenza viruses, Other, Cytomegalovirus (CMV) Genus Lymphocryptovirus Herpesviridae/ Betaherpesviridae, Herpes simplex viruses Herpesviridae/ Alpha-herpesviridae, Influenza virus Types A-C Orthomyxoviridae, E. coli K12 or similar, Other, Influenza virus (vaccine strain) Orthomyxoviridae, Measles virus Paramyxoviridae/ Morbillivirus, Papillomaviruses (human) Papovaviridae, Cytomegalovirus, Mouse, Saccharomyces cerevisiae, Theiler's Murine Encephalomyelitis Virus (TMEV), Polyomavirus, BK and JC viruses Papovaviridae (EU2), Hepatitis D (Delta) virus (b) Hepadnaviridae, Hepatitis B virus Hepadnaviridae, Adenovirus (human, all types) Adenoviridae, Murine Gamma Herpes Virus 68 (MHV-680) Homologous to EBV, Other, Respiratory syncytial virus Paramyxoviridae/ Pneumovirus, Epstein-Barr virus (EBV) Herpesviridae/ Gamma-herpesviridae, Other, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, Lentiviral vector Lentivirinae, Mouse Stem Cell Virus (MSCV) - Amphotropic/Pantropic, Moloney Murine Leukemia Virus (MMLV)/Animal retrovirus-Amphotropic/Pantropic, No Data, No Data, No Data","BSL2BSL3"
"IBC1365(1)","Li, Yanchun","","","No Data, E. coli K12 or similar, Citrobacter rodentium, No Data, No Data, No Data, Moloney Murine Leukemia Virus (MMLV)/Animal retrovirus-Amphotropic/Pantropic, Lentiviral vector Lentivirinae, Adenovirus- replication deficient, No Data, No Data, No Data, No Data, No Data","BSL2BSL3"
"IBC1366(1)","Sisodia, Sangram","Abbott Memorial Hall (AB)","319, 330","No Data, No Data, E. coli K12 or similar, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, Lentiviral vector Lentivirinae","BSL2BSL3"
"IBC1366(1)","Sisodia, Sangram","Abbott Memorial Hall (AB)","327, 327B","No Data, No Data, E. coli K12 or similar, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, Lentiviral vector Lentivirinae","BSL2BSL3"
"IBC1367(1)","Sharma, Manish","Marjorie B. Kovler Viral Oncology Laboratories (MKL)","cGMP facility","No Data, No Data, Vaccinia virus Poxviridae/ Orthopoxvirus","BSL2"
"IBC1368(1)","Rice, Phoebe","Gordon Center for Integrative Science (GCIS)","W125","Staphylococcus aureus, Bacteriophage, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL2"
"IBC1370(1)","Hatsopoulos, Nicholas","","","No Data, Adeno-associated virus (AAV)","BSL2"
"IBC1377(1)","Guzy, Robert","Bobs Roberts Memorial Hospital (BRH)","B-500","No Data, E. coli K12 or similar, No Data","BSL2"
"IBC1378(1)","Xu, Ming","Hicks McElwee Hospital (HICKS)","O-300, O-322","No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Adeno-associated virus (AAV), Other","BSL2"
"IBC1379(1)","Lukas, Rimas","","","No Data, Adenovirus- replication deficient","BSL2"
"IBC1381(1)","Warnke, Peter","","","No Data, No Data","BSL2"
"IBC1383(1)","Tokmakoff, Andrei","","","E. coli K12 or similar, No Data","BSL1"
"IBC1385(1)","Gilad, Yoav","Cummings Life Sciences Center (CLSC)","309, 317","No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL2"
"IBC1386(1)","Cunningham, John","Knapp Center for Biomedical Discovery (KCBD)","5230, 5240E, 5211, 5212","No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Murine Retrovirus - Amphotropic/Pantropic, Lentiviral vector Lentivirinae, Mouse Stem Cell Virus (MSCV) - Amphotropic/Pantropic, Adenovirus- replication deficient, Lentiviral vector Lentivirinae, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL2BSL3"
"IBC1387(1)","Malamy, Jocelyn","Gordon Center for Integrative Science (GCIS)","519U","E. coli K12 or similar, Agrobacterium tumafaciens, Arabidopsis thaliana, No Data, No Data","BSL1"
"IBC1388(1)","Verhoef, Philip","","","Diphtheria Toxin, Staphylococcus aureus","BSL2"
"IBC1389(1)","Kron, Stephen","Gordon Center for Integrative Science (GCIS)","W519","Candida albicans, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data","BSL2"
"IBC1390(1)","Heckscher, Elizabeth","Cummings Life Sciences Center (CLSC)","915","E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL1"
"IBC1391(1)","Steinberg, Gary","","","No Data, Adenovirus- replication competent","BSL2"
"IBC1394(1)","Huang, Jun","Peck Pavilion (Peck)","WERC 318, 348","E. coli K12 or similar, No Data, No Data, No Data, No Data, Baculovirus/Animal virus","BSL2"
"IBC1395(1)","Lee, Heng-Chi","Cummings Life Sciences Center (CLSC)","801, 823","E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Baculovirus/Animal virus, No Data","BSL1"
"IBC1397(1)","Lim-Seiwert, Tanguy","Knapp Center for Biomedical Discovery (KCBD)","7234, 7240D (Lab Bench 10)","No Data, No Data, E. coli K12 or similar, No Data, No Data, Lentiviral vector Lentivirinae, No Data","BSL2BSL3"
"IBC1398(1)","Lahn, Bruce","Cummings Life Sciences Center (CLSC)","501, 1079","No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Moloney Murine Leukemia Virus (MMLV)/Animal retrovirus-Amphotropic/Pantropic, Adeno-associated virus (AAV), Lentiviral vector Lentivirinae, No Data","BSL2BSL3"
"IBC1399(1)","Bissonnette, Bruce","Knapp Center for Biomedical Discovery (KCBD)","7240E","No Data, No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Moloney Murine Leukemia Virus (MMLV)/Animal retrovirus-ecotropic, Lentiviral vector Lentivirinae, No Data","BSL2BSL3"
"IBC1401(1)","Fei, Jingyi","Gordon Center for Integrative Science (GCIS)","W125M","No Data, Salmonella typhimurium, E. coli K12 or similar, Lambda phage, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL2"
"IBC1402(1)","Wang, Y. Lynn","Peck Pavilion (Peck)","N326","No Data, E. coli K12 or similar, No Data, No Data, No Data","BSL2"
"IBC1403(1)","Alverdy, John","Surgery Brain Research Institute (SBRI)","J511, J518","No Data, No Data, Enterococcus faecium, Serratia marcescens (EU2), Candida albicans, Klebsiella oxytoca, Staphylococcus aureus, Pseudomonas aeruginosa, Enterococcus faecalis, Klebsiella pneumoniae, Acinetobacter  spp, No Data","BSL2"
"IBC1404(1)","Stock, Wendy","Knapp Center for Biomedical Discovery (KCBD)","9160B","No Data, E. coli K12 or similar, No Data","BSL2"
"IBC1409(1)","Gilbert, Jack","Abbott Memorial Hall (AB)","540","Other, Other, Other, Other, Coprococcus spp, Coprococcus spp, Bifidobacterium spp, Bifidobacterium spp, Eubacterium spp, Eubacterium spp, Other, Other, Other, Other, Other, Other, Other, Other, Bacteroides uniformis, Dorea spp, Dorea spp, Other, Other, Other, Other, Other, Other, Bacteroides uniformis","BSL2"
"IBC1413(1)","Missiakas, Dominique","Ricketts Regional Biocontainment Laboratory (RBL)","1523, 1524, 1332","No Data, Zika Virus, Bacillus anthracis-STERNE, Bacillus cereus (EU2), E. coli K12 or similar, Bacillus cereus-pBCXO1, Bacillus subtilis, No Data, No Data, No Data, No Data","BSL2BSL3"
"IBC1414(1)","Alverdy, John","Surgery Brain Research Institute (SBRI)","J-518","No Data, Enterococcus faecalis, Pseudomonas aeruginosa","BSL2"
"IBC1415(1)","Ciaccio, Christina","","","No Data","BSL1"
"IBC1416(1)","Alegre, Maria-Luisa","Jules F. Knapp Medical Research Center (JFK)","R302","Diphtheria Toxin","BSL2"
"IBC1417(1)","Cheng, Jason","Goldblatt Memorial Hospital (GMH)","	TW-051","No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data","BSL2"
"IBC1418(1)","Cunningham, John","","","No Data, No Data, No Data","BSL2"
"IBC1420(1)","Patnaik, Akash","Knapp Center for Biomedical Discovery (KCBD)","7220A (lab bench 38)","E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data","BSL1"
"IBC1425(1)","Schuger, Lucia","Surgery Brain Research Institute (SBRI)","J541","No Data, No Data, No Data, No Data, E. coli K12 or similar, No Data, Adenovirus- replication deficient, No Data","BSL2"
"IBC1427(1)","Greene, Geoffrey","Gordon Center for Integrative Science (GCIS)","WBSB03","No Data","BSL2"
"IBC1429(1)","Tay, Savas","Knapp Center for Biomedical Discovery (KCBD)","10211, 10230A, 10230B, 10230C","No Data, No Data, Influenza virus (vaccine strain) Orthomyxoviridae, Respiratory syncytial virus Paramyxoviridae/ Pneumovirus, Influenza virus (vaccine strain) Orthomyxoviridae, Parainfluenza virus Type 3, SF4 strain Paramyxoviridae/ Paramyxovirus (EU2), E. coli K12 or similar, E. coli K12 or similar, Herpes simplex viruses Herpesviridae/ Alpha-herpesviridae, Measles virus Paramyxoviridae/ Morbillivirus, Parainfluenza virus Type 3, SF4 strain Paramyxoviridae/ Paramyxovirus (EU2), Respiratory syncytial virus Paramyxoviridae/ Pneumovirus, Vesicular Stomatitis Virus (Indiana Strain), Vesicular Stomatitis Virus (Indiana Strain), Herpes simplex viruses Herpesviridae/ Alpha-herpesviridae, Measles virus Paramyxoviridae/ Morbillivirus, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL2"
"IBC1430(1)","Gilbert, Jack","Surgery Brain Research Institute (SBRI)","J-545","Feces, Human","BSL2"
"IBC1431(1)","Weber, Christopher","Albert Merrit Billings Hospital (AMB)","S315, S315A, J103","No Data, Citrobacter rodentium, E. coli-enterotoxigenic, E. coli K12 or similar, Salmonella typhimurium, No Data, No Data, No Data, No Data, No Data, No Data","BSL2"
"IBC1435(1)","Adams, Erin","Gordon Center for Integrative Science (GCIS)","W202 W125M","Other, Streptococcus pyogenes, Staphylococcus saprophyticus, Candida albicans, Mycobacterium bovis (BCG vaccine strain), Staphylococcus epidermidis","BSL2"
"IBC1437(1)","Gilbert, Jack","Abbott Memorial Hall (AB)","518, 540","No Data, Feces, Human, Other, Alistipes spp, E. coli K12 or similar, No Data","BSL2"
"IBC1438(1)","Missiakas, Dominique","","","Staphylococcus aureus, E. coli K12 or similar, No Data, No Data, No Data","BSL2"
"IBC1439(1)","Greene, Geoffrey","Gordon Center for Integrative Science (GCIS)","W325A, W325C, W325D, W325E, W325Y, W309J, W309K","No Data, No Data, Bacteriophage T7, Bacteriophage T7, E. coli K12 or similar, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL2"
"IBC1440(1)","Ikegami, Kohta","Knapp Center for Biomedical Discovery (KCBD)","5240, 5251","No Data, No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, No Data, No Data","BSL2BSL3"
"IBC1441(1)","Steinberg, Gary","","","No Data, Adenovirus- replication deficient","BSL2"
"IBC1442(1)","Mcleod, Rima","","","No Data, Toxoplasma gondii","BSL2"
"IBC1444(1)","Guzy, Robert","Bobs Roberts Memorial Hospital (BRH)","B500","No Data, Influenza virus Types A-C Orthomyxoviridae, E. coli K12 or similar, No Data","BSL2"
"IBC1445(1)","Drummond, David","","","Saccharomyces cerevisiae, Other, Other, E. coli K12 or similar, No Data, No Data, No Data, No Data","BSL1"
"IBC1449(1)","Weichselbaum, Ralph","Knapp Center for Biomedical Discovery (KCBD)","6160, 6211, 6222","E. coli K12 or similar, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL2"
"IBC1452(1)","Tian, Bozhi","Gordon Center for Integrative Science (GCIS)","ESB15","Bacillus subtilis, E. coli K12 or similar, No Data, No Data, No Data","BSL1"
"IBC1453(1)","Zhao, Minglei","","","E. coli K12 or similar, No Data, No Data, No Data, No Data","BSL1"
"IBC1454(1)","Yin, Dengping","","","No Data, No Data","BSL2"
"IBC1455(1)","Kindler, Hedy","","","Listeria monocytogenes, No Data","BSL2"
